BIOG - BIOLOGY -- GENERAL,Spring 2013,BIOG,1440,1,BOOKER,370,370
BIOG - BIOLOGY -- GENERAL,Spring 2013,BIOG,1500,1,SARVARY,396,396
BIOG - BIOLOGY -- GENERAL,Fall 2012,BIOG,1105,1,CAMPBELL,130,85
BIOG - BIOLOGY -- GENERAL,Fall 2012,BIOG,1140,1,SCANLON,250,193
BIOG - BIOLOGY -- GENERAL,Fall 2012,BIOG,1440,1,OWENS,380,330
BIOG - BIOLOGY -- GENERAL,Fall 2012,BIOG,1500,1,CHEN,396,340
BIOMG - MOLECULAR BIOLOGY GENETICS,Spring 2013,BIOMG,1350,1,KEMPHUES,361,361
BIOMG - MOLECULAR BIOLOGY GENETICS,Spring 2013,BIOMG,2800,1,BARBASH,250,251
BIOMG - MOLECULAR BIOLOGY GENETICS,Spring 2013,BIOMG,3300,1,BLANKENSHIP,100,157
BIOMG - MOLECULAR BIOLOGY GENETICS,Spring 2013,BIOMG,3350,1,FROMME,130,130
BIOMG - MOLECULAR BIOLOGY GENETICS,Spring 2013,BIOMG,4320,1,VOGT,90,56
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,1350,1,GARCIA-GARCIA,360,368
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,2800,1,HENRY,200,31
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,2810,1,HENRY,200,175
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,3300,1,BLANKENSHIP,200,144
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,3310,1,FEIGENSON,275,320
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,3850,1,LIU,50,32
BIOMG - MOLECULAR BIOLOGY GENETICS,Fall 2012,BIOMG,4370,"1,2",LEE,40,49
BIOMI - MICROBIOLOGY,Spring 2013,BIOMI,2911,1,MERKEL,100,90
BIOMI - MICROBIOLOGY,Spring 2013,BIOMI,4040,"1,2",DEBBIE,35,35
BIOMI - MICROBIOLOGY,Fall 2012,BIOMI,1120,1,BUCKLEY,20,10
BIOMI - MICROBIOLOGY,Fall 2012,BIOMI,2900,1,GHIORSE,250,229
BIOMI - MICROBIOLOGY,Fall 2012,BIOMI,2911,1,MERKEL,110,68
BIOMI - MICROBIOLOGY,Fall 2012,BIOMI,3910,401,ANGERT,16,9
BIOMI - MICROBIOLOGY,Fall 2012,BIOMI,4090,1,LAZAROWITZ,30,31
BIOMI - MICROBIOLOGY,Fall 2012,BIOMI,4850,1,PETERS,60,24
BIOMS - BIO MEDICAL SCIENCE,Spring 2013,BIOMS,3160,1,QUARONI,100,8
BIOMS - BIO MEDICAL SCIENCE,Spring 2013,BIOMS,4040,"1,2",DEBBIE,35,14
BIOMS - BIO MEDICAL SCIENCE,Spring 2013,BIOMS,4130,1,QUARONI,40,10
BIOMS - BIO MEDICAL SCIENCE,Spring 2013,BIOMS,4580,1,BEYENBACH,70,18
BIOMS - BIO MEDICAL SCIENCE,Fall 2012,BIOMS,2140,1,FORTUNE,60,2
BIOMS - BIO MEDICAL SCIENCE,Fall 2012,BIOMS,3110,1,LOEW,145,6
BIOMS - BIO MEDICAL SCIENCE,Fall 2012,BIOMS,3150,1,APPLETON,90,85
BIOMS - BIO MEDICAL SCIENCE,Fall 2012,BIOMS,3190,1,LORR,60,1
BIOMS - BIO MEDICAL SCIENCE,Fall 2012,BIOMS,4090,1,LAZAROWITZ,30,14
BIOMS - BIO MEDICAL SCIENCE,Spring 2012,BIOMS,3160,1,QUARONI,100,9
BIOMS - BIO MEDICAL SCIENCE,Spring 2012,BIOMS,4040,"1,2",DEBBIE,40,9
BIOMS - BIO MEDICAL SCIENCE,Spring 2012,BIOMS,4130,1,"QUARONI, A",40,10
BIOMS - BIO MEDICAL SCIENCE,Spring 2012,BIOMS,4580,1,"BEYENBACH, K",70,8
BIONB - BIOLOGY -- NEUROBIOLOGY & BEHAVIOR,Spring 2013,BIONB,2220,1-3,HOPKINS,250,229
BIONB - BIOLOGY -- NEUROBIOLOGY & BEHAVIOR,Spring 2013,BIONB,4910,1,JOHNSON,30,17
BIONB - BIOLOGY -- NEUROBIOLOGY & BEHAVIOR,Fall 2012,BIONB,2210,1-3,REEVE,280,261
BIONB - BIOLOGY -- NEUROBIOLOGY & BEHAVIOR,Fall 2012,BIONB,4270,1,SHERMAN,35,22
BIONB - BIOLOGY -- NEUROBIOLOGY & BEHAVIOR,Fall 2012,BIONB,4340,1,KOENIG,15,14
BIOPL - PLANT BIOLOGY,Spring 2013,BIOPL,3420,1,SILVA,25,15
BIOPL - PLANT BIOLOGY,Fall 2012,BIOPL,2400,1,SILVA,200,236
BIOPL - PLANT BIOLOGY,Fall 2012,BIOPL,2410,1,NIKLAS,75,73
BIOPL - PLANT BIOLOGY,Fall 2012,BIOPL,4220,1,HUA,8,8
BIOPL - PLANT BIOLOGY,Fall 2012,BIOPL,4500,1,WAYNE,6,4
BIOPL - PLANT BIOLOGY,Spring 2012,BIOPL,2420,1,SILVA,35,49
BIOPL - PLANT BIOLOGY,Spring 2012,BIOPL,2480,1,DAVIS,20,17
BIOPL - PLANT BIOLOGY,Spring 2012,BIOPL,3420,1,OWENS,25,13
BIOPL - PLANT BIOLOGY,Spring 2012,BIOPL,3430,1,"NASRALLAH, M",18,22
BIOPL - PLANT BIOLOGY,Spring 2012,BIOPL,4480,1,CREPIT,10,8
BME - BIOMEDICAL ENGINEERING,Spring 2013,BME,4640,1,KIM,65,13
BME - BIOMEDICAL ENGINEERING,Spring 2013,BME,4910,1,JOHNSON,30,6
BME - BIOMEDICAL ENGINEERING,Spring 2013,BME,5030,1,LAND,30,0
BME - BIOMEDICAL ENGINEERING,Spring 2013,BME,5600,1,KING,60,38
BME - BIOMEDICAL ENGINEERING,Spring 2013,BME,5710,1,GRUBB,20,5
BME - BIOMEDICAL ENGINEERING,Fall 2012,BME,4010,1,BONASSAR,80,49
BME - BIOMEDICAL ENGINEERING,Fall 2012,BME,4520,401,FEATHERS,22,4
BME - BIOMEDICAL ENGINEERING,Fall 2012,BME,5200,1,BLACK,35,11
BME - BIOMEDICAL ENGINEERING,Fall 2012,BME,5400,1,KING,42,39
BME - BIOMEDICAL ENGINEERING,Fall 2012,BME,5500,1,LIPSON,70,63
BME - BIOMEDICAL ENGINEERING,Fall 2012,BME,5850,1,FISCHBACH,40,35
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,1310,1,"PUTNAM, D",70,20
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,3020,1,"FISCHBACH, C",60,36
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,3080,1,"FISCHBACH, C",10,0
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,3600,1,"MARCH, J",70,22
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,4020,1,KING,70,50
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,4080,1,KING,70,0
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,4640,1,VAN DER MEULEN,30,14
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,4810,1,OLBRICHT,60,35
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,4910,1,JOHNSON,25,4
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,5600,1,"KING, M",60,53
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,5620,1,"ESTROFF, L",20,10
BME - BIOMEDICAL ENGINEERING,Spring 2012,BME,6410,1,"JIN, M",30,16
BSOC - BIOLOGY & SOCIETY,Spring 2013,BSOC,3111,1,LEUENBERGER,125,48
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,1941,1,DEAR,40,28
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,2061,1,PRITCHARD,90,52
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,2071,1,SETH,65,32
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,2141,1,FORTUNE,60,11
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,2468,1,RAMBERG,120,39
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,3011,1,HILGARTNER,80,68
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,3311,1,WOLF,65,12
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,4131,101,PRITCHARD,15,5
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,4191,101,CHOI,15,4
BSOC - BIOLOGY & SOCIETY,Fall 2012,BSOC,4861,101,GHOSH,15,3
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,1942,1,DEAR,40,17
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,2051,1,"HILGARTNER, S",160,128
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,2201,1,"STEDMAN, R",125,14
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,2640,1,"ROBY, C",50,21
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,3111,1,LEUENBERGER,100,57
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,4131,101,"PRITCHARD, S",15,6
BSOC - BIOLOGY & SOCIETY,Spring 2012,BSOC,4961,101,"HINRICHS, T",15,3
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,3020,1,SULLIVAN,50,31
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,3080,1,BUNEA,80,13
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,3520,1,HOOKER,40,22
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,4820,1,KEINAN,30,2
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,5080,1,BUNEA,80,1
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,6020,1,,90,34
BTRY - STATS & BIOMETRY,Spring 2013,BTRY,6820,1,KEINAN,30,7
BTRY - STATS & BIOMETRY,Fall 2012,BTRY,3010,1,SULLIVAN,150,83
BTRY - STATS & BIOMETRY,Fall 2012,BTRY,3080,1,BUNEA,80,40
BTRY - STATS & BIOMETRY,Fall 2012,BTRY,4830,1,MEZEY,35,5
BTRY - STATS & BIOMETRY,Fall 2012,BTRY,5080,1,BUNEA,80,3
BTRY - STATS & BIOMETRY,Fall 2012,BTRY,6010,1,WELLS,150,97
BTRY - STATS & BIOMETRY,Fall 2012,BTRY,6830,1,MEZEY,35,25
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,3020,1,SULLIVAN,40,35
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,3520,1,HOOKER,42,20
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,4090,1,DICICCIO,59,41
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,4100,1,"VELLEMAN, P",40,23
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,4820,1,"KEINAN, A",30,9
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,6020,1,BOOTH,100,89
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,6030,1,"LI, P",30,10
BTRY - STATS & BIOMETRY,Spring 2012,BTRY,6820,1,"KEINAN, A",30,10
BURM - BURMESE,Fall 2012,BURM,1121,101,MYINT,9,8
BURM - BURMESE,Fall 2012,BURM,2201,101,MYINT,2,2
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2013,CAPS,3140,1,MILLER,80,3
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2013,CAPS,3403,1,MERTHA,100,7
CAPS - CHINA ASIAN PACIFIC STUDIES,Fall 2012,CAPS,1910,1,TAGLIACOZZO,50,8
CAPS - CHINA ASIAN PACIFIC STUDIES,Fall 2012,CAPS,2570,1,CHEN,50,9
CAPS - CHINA ASIAN PACIFIC STUDIES,Fall 2012,CAPS,4406,101,CHEN,15,1
CAPS - CHINA ASIAN PACIFIC STUDIES,Fall 2012,CAPS,4870,101,CARLSON,15,0
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2012,CAPS,3140,1,VANDERLAN,51,5
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2012,CAPS,3403,1,"MERTHA, A",50,6
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2012,CAPS,3827,1,"CARLSON, A",50,7
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2012,CAPS,4690,1,LYONS,60,8
CAPS - CHINA ASIAN PACIFIC STUDIES,Spring 2012,CAPS,4827,101,"CARLSON, A",15,1
CHEME - CHEMICAL ENGINEERING,Spring 2013,CHEME,3900,1,DUNCAN,95,91
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,3130,1,HANRATH,90,80
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,3240,1,LUCKS,90,86
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,4130,1,HAMMER,50,14
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,4320,1,ANTON,100,100
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,5430,1,STROOCK,50,61
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,6240,1,KIRBY,20,11
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,6400,1,COHEN,35,42
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,6640,1,HUNTER,65,52
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,6660,1,TESTER,55,54
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,7110,1,ESCOBEDO,25,16
CHEME - CHEMICAL ENGINEERING,Fall 2012,CHEME,7310,1,KOCH,25,20
CHIN - CHINESE,Spring 2013,CHIN,1110,101-104,MEHTA,50,30
CHIN - CHINESE,Spring 2013,CHIN,1112,1,HUANG,15,11
CHIN - CHINESE,Spring 2013,CHIN,2202,101-103,TENG,40,19
CHIN - CHINESE,Spring 2013,CHIN,2212,1,HUANG,15,5
CHIN - CHINESE,Spring 2013,CHIN,3312,1,HUANG,15,0
CHIN - CHINESE,Spring 2013,CHIN,4412,101,TENG,15,6
CHIN - CHINESE,Fall 2012,CHIN,1101,"1,2",DIVO,90,75
CHIN - CHINESE,Fall 2012,CHIN,1109,101-104,MEHTA,60,47
CHIN - CHINESE,Fall 2012,CHIN,1111,101,HUANG,15,14
CHIN - CHINESE,Fall 2012,CHIN,2201,101-104,TENG,50,45
CHIN - CHINESE,Fall 2012,CHIN,2209,101-103,GEORGE,46,36
CHIN - CHINESE,Fall 2012,CHIN,2211,101,HUANG,15,5
CHIN - CHINESE,Fall 2012,CHIN,2260,1,DIVO,15,10
CHIN - CHINESE,Fall 2012,CHIN,3309,101,CHEN,15,7
CHIN - CHINESE,Fall 2012,CHIN,3311,1,HUANG,15,5
CHIN - CHINESE,Fall 2012,CHIN,4406,101,CHEN,15,10
CHIN - CHINESE,Fall 2012,CHIN,4411,101,TENG,15,15
CHIN - CHINESE,Fall 2012,CHIN,5509,101,CHEN,15,3
CHLIT - CHINESE LITERATURE,Spring 2013,CHLIT,2214,1,MCNEAL,3,11
CHLIT - CHINESE LITERATURE,Fall 2012,CHLIT,2213,101,MCNEAL,18,25
CHLIT - CHINESE LITERATURE,Spring 2012,CHLIT,2214,1,"RUSK, B",7,7
CIS - COMPUTER & INFORMATION SCIENCE,Spring 2012,CIS,1121,"1,2",FAN,250,8
COGST - COGNITIVE STUDIES,Spring 2013,COGST,1500,1,EVANS,300,33
COGST - COGNITIVE STUDIES,Spring 2013,COGST,1501,1,EVANS,300,0
COGST - COGNITIVE STUDIES,Spring 2013,COGST,2150,1,CHRISTIANSEN,125,17
COGST - COGNITIVE STUDIES,Fall 2012,COGST,1101,1,BIENVENUE,350,111
COGST - COGNITIVE STUDIES,Fall 2012,COGST,3420,1,FIELD,50,4
COGST - COGNITIVE STUDIES,Fall 2012,COGST,6330,101,LUST,10,1
COMM - COMMUNICATION,Spring 2013,COMM,1300,1,SCHERER,160,114
COMM - COMMUNICATION,Spring 2013,COMM,2010,1-9,BERGGREN,270,215
COMM - COMMUNICATION,Spring 2013,COMM,3200,1,GILLESPIE,150,100
COMM - COMMUNICATION,Spring 2013,COMM,3760,1,NIEDERDEPPE,30,30
COMM - COMMUNICATION,Spring 2013,COMM,6830,1,STAFF,12,9
COMM - COMMUNICATION,Fall 2012,COMM,1101,1,GILLESPIE,185,194
COMM - COMMUNICATION,Fall 2012,COMM,1840,1,CECI ET AL,125,14
COMM - COMMUNICATION,Fall 2012,COMM,2010,1-9,BERGGREN,270,238
COMM - COMMUNICATION,Fall 2012,COMM,2310,"1,2",VAN BUSKIRK,40,41
COMM - COMMUNICATION,Fall 2012,COMM,2450,1,VOIDA,180,95
COMM - COMMUNICATION,Fall 2012,COMM,2820,1,NIEDERDEPP,110,121
COMM - COMMUNICATION,Fall 2012,COMM,2840,1,VAN BUSKIRK,50,41
COMM - COMMUNICATION,Fall 2012,COMM,3030,1,BARNETT,25,25
COMM - COMMUNICATION,Fall 2012,COMM,4200,1,SCHULDT,30,24
COMM - COMMUNICATION,Fall 2012,COMM,4220,1,SHAPIRO,90,111
COMM - COMMUNICATION,Fall 2012,COMM,4550,1,HANCOCK,25,26
COMM - COMMUNICATION,Fall 2012,COMM,4840,101,CECI ET AL,125,3
CRP - CITY & REGIONAL PLANNING,Spring 2013,CRP,5530,101,OLIVER,15,8
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,1100,1,BOOTH,50,57
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,2000,1,OLIVER,45,33
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,2610,1,BAUGHER,30,6
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,3210,1,MANSURY,30,29
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,3270,1,MANSURY,20,4
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,3430,1,MAZZARELLA,35,15
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,3820,101,GONZALEZ,30,18
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,4170,1,CHRISTOPHERSON,27,12
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5120,1,BROOKS,90,68
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5170,1,CHRISTOPHERSON,27,13
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5320,1,FOERSTER,40,38
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5330,1,FUNK,55,56
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5450,1,BROOKS,38,37
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5820,101,GONZALEZ,30,21
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,5850,2,HOMSY,30,17
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,6012,1,BOOTH,30,18
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,6270,1,MANSURY,20,21
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,6430,1,MAZZARELLA,35,12
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,6591,1,FUNK,40,27
CRP - CITY & REGIONAL PLANNING,Fall 2012,CRP,8100,1,DONAGHY,8,8
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,3090,101,"CHRISTOPHERSON, S",25,11
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,3106,101,"EDMONDS, K",20,7
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,3502,101,FORSYTH,35,18
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,3600,1,BAUGHER,20,2
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,4440,1,"BOOTH, R",40,8
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,4590,1,"BOOTH, R",30,6
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,5090,101,"CHRISTOPHERSON, S",25,6
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,5106,101,"EDMONDS, K",20,8
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,5250,1,"DONAGHY, K",80,79
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,5440,1,"BOOTH, R",40,5
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,5450,1,MANSURY,35,34
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,5590,1,"BOOTH, R",30,22
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6010,101,O'TOOLE,40,30
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6290,1,HAMBURY,28,22
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6290,2,"SCHMIDT, S",12,11
